,id,ioc_code,Country,type,DCP_ID,WMO,XMtInt,latitude,longitude,Har,gloss_id,OT12Code,Example,UTCOffset,OperatorID,status,status_description,localoperator,performanceoperator1,performanceoperator2,performanceoperator3,date_created,url,code,sensorid,statday,observations,first,last,updatedata,timestampdata,timestampupdate,sensor,rate,samples,units,i,offset,timeorder,lasttime,lastupdate,lastvalue,connect,countryname,nws_id,state,removed,PLATFORM_CODE,INSTITUTION,INSTITUTION_EDMO_CODE,Unnamed: 0,EP_PLATFORM_ID,EP_PLATFORM_TYPE,EP_PLATFORM_LINK,TIME_QC (1),SLEV_QC (1),SLEV_DM,site_code,platform_code,platform_name,pi_name,area,author,source,contributor_name,contributor_url,data_assembly_center,institution_edmo_code,institution_references,institution,wmo_platform_code,filename,contributor_abbreviated,contributor_full,contributor_website,contributor_contact,orginator,originator_website,originator_contact,coordinate_system,start_date_time,end_date_time,number_of_years,time_zone_hours,datum_information,instrument,precision,null_value,gauge_type,overall_record_quality,Location
2798,GESLA-exmouth-exm-gbr-cco,,GBR,,,,,50.61739,-3.42358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exm,,,,,,,,,,,,,,exmouth-exm-gbr-cco,CCO,Coastal Channel Observatory,https://coastalmonitoring.org/realtimedata/,cco@channelcoast.org,Coastal Channel Observatory,https://coastalmonitoring.org/realtimedata/,cco@channelcoast.org,UK National Grid ,2015-10-01 00:00:00,2021-02-28 23:50:00,7.0,0.0,Ordnance Datum Newlyn (ODN),Rosemount WaveRadar REX,Unspecified,-99.9999,Coastal,No obvious issues,Exmouth
2799,GESLA-sandown_pier-sdp-gbr-cco,,GBR,,,,,50.65112,-1.15317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SdP,,,,,,,,,,,,,,sandown_pier-sdp-gbr-cco,CCO,Coastal Channel Observatory,https://coastalmonitoring.org/realtimedata/,cco@channelcoast.org,Coastal Channel Observatory,https://coastalmonitoring.org/realtimedata/,cco@channelcoast.org,UK National Grid ,2006-06-01 00:00:00,2021-02-28 23:50:00,16.0,0.0,Ordnance Datum Newlyn (ODN),Rosemount WaveRadar REX,Unspecified,-99.9999,Coastal,No obvious issues,Sandown_Pier
2800,GESLA-tete_a_la_baleine-2554-can-meds,,CAN,,,,,50.68,-59.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2554,,,,,,,,,,,,,,tete_a_la_baleine-2554-can-meds,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Unspecified,1984-08-04 16:00:00,1984-09-07 11:00:00,1.0,0.0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Tete_A_La_Baleine
2801,GESLA-port_aux_choix-2655-can-meds,,CAN,,,,,50.7,-57.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2655,,,,,,,,,,,,,,port_aux_choix-2655-can-meds,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Unspecified,1972-09-04 05:00:00,1990-09-19 16:00:00,3.0,0.0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Port_Aux_Choix
2802,GESLA-west_bay_harbour-wbh-gbr-cco,,GBR,,,,,50.70888,-2.76411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBH,,,,,,,,,,,,,,west_bay_harbour-wbh-gbr-cco,CCO,Coastal Channel Observatory,https://coastalmonitoring.org/realtimedata/,cco@channelcoast.org,Coastal Channel Observatory,https://coastalmonitoring.org/realtimedata/,cco@channelcoast.org,UK National Grid ,2008-01-01 00:00:00,2019-12-31 23:50:00,12.0,0.0,Ordnance Datum Newlyn (ODN),Etrometa step gauge (from 30 March 2011) Rosemount WaveRadar REX (from January 2008 to 23 March 2011),Unspecified,-99.9999,Coastal,No obvious issues,West_Bay_Harbour
2803,GESLA-bournemouth-bou-gbr-bodc,bour,GRB,SF,,,15.0,50.71,-1.87,0.0,,,,0.0,,1,,53.0,,,,2012-09-04 21:04:28.440,,bour,1658.0,2023-09-07 05:15:00,95.0,2023-09-06 05:30:00,2023-09-07 05:15:00,23.0,23.0,0.0,rad,15.0,1.0,M,,,1.0,2023-09-08 08:30:00.000,2023-09-08 08:48:05.000,1.67,SF,UK,,,,Bournemouth,National Oceanography Centre (United_Kingdom),2424,,,,,,,,BOU,,,,,,,,,,,,,,bournemouth-bou-gbr-bodc,BODC,British Oceanographic Data Centre,https://www.bodc.ac.uk/data/hosted_data_systems/sea_level/uk_tide_gauge_network/,enquiries@bodc.ac.uk,British Oceanographic Data Centre,https://www.bodc.ac.uk/data/hosted_data_systems/sea_level/uk_tide_gauge_network/,enquiries@bodc.ac.uk,UK National Grid ,1996-01-01 00:00:00,2021-07-31 23:45:00,18.0,0.0,Admiralty Chart Datum (ACD) ,bubbler,0.001 (m) ,-99.9999,Coastal,No obvious issues,Bournemouth
2804,IOC-phbc,phbc,CAN,SL,CD4038A0,SXAK50,5.0,50.716667,-127.483333,,,,,0.0,,1,,14.0,,,,2016-03-01 12:57:25.067,,phbc,2316.0,2023-09-07 05:15:00,1335.0,2023-09-06 05:16:00,2023-09-07 05:15:00,1.0,1.0,0.0,pwl,1.0,5.0,M,,0.0,1.0,2023-09-08 08:43:00.000,2023-09-08 08:44:02.777,1.706,SXAK50,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Port Hardy
2805,GESLA-boulogne_sur_mer-111-fra-refmar,,FRA,,,,,50.72738,1.57766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,,,,,,,,,,,,,,boulogne_sur_mer-111-fra-refmar,REFMAR,Réseaux de référence des observations marégraphiques (Reference networks for tidal observations),http://refmar.shom.fr/en,refmar@shom.fr,Réseaux de référence des observations marégraphiques (Reference networks for tidal observations),http://refmar.shom.fr/en,refmar@shom.fr,Unspecified,1941-11-20 23:00:00,2021-01-01 00:00:00,45.0,0.0,Zero Hydrographique,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Boulogne_Sur_Mer
2806,CMEMS-BoulogneSurMerTG,boul,FRA,SF,,,5.0,50.7275,1.57746,0.0,,,,0.0,,1,,58.0,58.0,,,2010-04-01 00:00:07.000,,boul,1139.0,2023-09-07 05:16:00,1435.0,2023-09-06 05:16:00,2023-09-07 05:15:00,3.0,2.0,0.0,rad,1.0,5.0,M,,,1.0,2023-09-08 08:44:00.000,2023-09-08 08:48:19.000,4.7061,SF,France,,,,BoulogneSurMerTG,SHOM  Service Hydrographique et Oceanographique de la Marine,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boulogne-Sur-Mer
2807,GESLA-lymington-lym-gbr-cco,lymg,GRB,SW,,,0.1666,50.74031,-1.50708,0.0,,,,0.0,,1,,125.0,,,,2012-09-20 20:13:36.310,,lymg,1710.0,2023-09-07 05:16:00,8184.0,2023-09-06 05:16:00,2023-09-07 05:16:00,0.0,0.0,0.0,stp,0.1666,1.0,M,,0.0,1.0,2023-09-08 08:46:00.000,2023-09-08 08:46:04.000,0.13,SW,UK,,,,,,,,,,,,,,Lym,,,,,,,,,,,,,,lymington-lym-gbr-cco,CCO,Coastal Channel Observatory,https://coastalmonitoring.org/realtimedata/,cco@channelcoast.org,Coastal Channel Observatory,https://coastalmonitoring.org/realtimedata/,cco@channelcoast.org,UK National Grid ,2007-08-01 00:00:00,2021-02-28 23:50:00,15.0,0.0,Ordnance Datum Newlyn (ODN),Etrometa step gauge,Unspecified,-99.9999,Coastal,No obvious issues,Lymington
2808,GESLA-baie_des_moutons-2556-can-meds,,CAN,,,,,50.77,-59.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2556,,,,,,,,,,,,,,baie_des_moutons-2556-can-meds,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Unspecified,1984-08-15 21:00:00,1984-09-14 16:00:00,1.0,0.0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Baie_Des_Moutons
2809,GESLA-newhaven-nha-gbr-bodc,nhav,GRB,SF,,,15.0,50.78,0.06,0.0,,,,0.0,,1,,53.0,,,,2012-09-04 21:04:30.267,,nhav,1677.0,2023-09-07 05:15:00,95.0,2023-09-06 05:30:00,2023-09-07 05:15:00,23.0,23.0,0.0,bub,15.0,1.0,M,,,1.0,2023-09-08 08:30:00.000,2023-09-08 08:48:06.000,3.424,SF,UK,,,,Newhaven,National Oceanography Centre (United_Kingdom),2424,,,,,,,,NHA,,,,,,,,,,,,,,newhaven-nha-gbr-bodc,BODC,British Oceanographic Data Centre,https://www.bodc.ac.uk/data/hosted_data_systems/sea_level/uk_tide_gauge_network/,enquiries@bodc.ac.uk,British Oceanographic Data Centre,https://www.bodc.ac.uk/data/hosted_data_systems/sea_level/uk_tide_gauge_network/,enquiries@bodc.ac.uk,UK National Grid ,1982-01-01 00:00:00,2021-07-31 23:45:00,37.0,0.0,Admiralty Chart Datum (ACD) ,bubbler,0.001 (m) ,-99.9999,Coastal,No obvious issues,Newhaven
2810,GESLA-brighton-btn-gbr-cco,,GBR,,,,,50.8118,-0.1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Btn,,,,,,,,,,,,,,brighton-btn-gbr-cco,CCO,Coastal Channel Observatory,https://coastalmonitoring.org/realtimedata/,cco@channelcoast.org,Coastal Channel Observatory,https://coastalmonitoring.org/realtimedata/,cco@channelcoast.org,UK National Grid ,2018-01-01 00:00:00,2021-02-28 23:50:00,4.0,0.0,Ordnance Datum Newlyn (ODN),Valeport 740,Unspecified,-99.9999,Coastal,No obvious issues,Brighton
2811,GESLA-hastings_pier-hgp-gbr-cco,,GBR,,,,,50.85088,0.57283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HgP,,,,,,,,,,,,,,hastings_pier-hgp-gbr-cco,CCO,Coastal Channel Observatory,https://coastalmonitoring.org/realtimedata/,cco@channelcoast.org,Coastal Channel Observatory,https://coastalmonitoring.org/realtimedata/,cco@channelcoast.org,UK National Grid ,2017-01-01 00:00:00,2021-02-28 23:50:00,5.0,0.0,Ordnance Datum Newlyn (ODN),Rosemount WaveRadar REX,Unspecified,-99.9999,Coastal,No obvious issues,Hastings_Pier
2812,GESLA-drury_inlet_bc-8381-can-meds,,CAN,,,,,50.88,-126.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8381,,,,,,,,,,,,,,drury_inlet_bc-8381-can-meds,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Unspecified,1964-09-15 08:00:00,1964-10-14 08:00:00,1.0,0.0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Drury_Inlet_BC
2813,GESLA-southampton-sou-gbr-da_idh,,GBR,,,,,50.8839,-1.3931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOU,,,,,,,,,,,,,,southampton-sou-gbr-da_idh,DA_IDH,Ivan D. Haigh,https://ivanhaigh.com,I.D.Haigh@soton.ac.uk,Ivan D. Haigh,https://ivanhaigh.com,I.D.Haigh@soton.ac.uk,Unspecified,1935-01-01 00:00:00,1990-12-31 23:45:00,54.0,0.0,Admiralty Chart Datum (ACD) ,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Southampton
2814,GESLA-stuart_narrows_bc-8379-can-meds,,CAN,,,,,50.9,-126.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8379,,,,,,,,,,,,,,stuart_narrows_bc-8379-can-meds,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Unspecified,1964-09-14 08:00:00,1964-10-13 08:00:00,1.0,0.0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Stuart_Narrows_BC
2815,GESLA-calais-55-fra-refmar,cala,FRA,SF,,,5.0,50.9694,1.86772,0.0,,,,0.0,,1,,58.0,58.0,,,2009-10-22 23:56:11.000,,cala,1076.0,2023-09-07 05:16:00,1440.0,2023-09-06 05:16:00,2023-09-07 05:15:00,2.0,2.0,0.0,rad,1.0,5.0,M,0.0,0.0,1.0,2023-09-08 08:45:00.000,2023-09-08 08:48:19.000,3.996,SF,France,,,,CalaisTG,SHOM  Service Hydrographique et Oceanographique de la Marine,540,,,,,,,,55,,,,,,,,,,,,,,calais-55-fra-refmar,REFMAR,Réseaux de référence des observations marégraphiques (Reference networks for tidal observations),http://refmar.shom.fr/en,refmar@shom.fr,Réseaux de référence des observations marégraphiques (Reference networks for tidal observations),http://refmar.shom.fr/en,refmar@shom.fr,Unspecified,1941-05-03 23:00:00,2021-01-01 00:00:00,56.0,0.0,Zero Hydrographique,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Calais
2816,GESLA-calais_60minute-cal-fra-cmems,,FRA,,,,,50.969501,1.8677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cal,,,,,,,,,,,,,,calais_60minute-cal-fra-cmems,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_264,instacco@ifremer.fr,Service Hydrographique et Oceanographique de la Marine (SHOM),http://refmar.shom.fr/en,cmems-service@ifremer.fr,Unspecified,1941-05-03 23:00:00,2020-10-01 00:00:00,55.0,0.0,chart datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Calais_60minute
2817,IOC-duni,duni,USA,SD,DD46402,SZPN01,360.0,51.0247,-164.0667,,,,,0.0,46402,1,,43.0,,,,2023-02-28 15:55:29.000,,duni,3034.0,2023-09-07 05:15:00,96.0,2023-09-06 05:30:00,2023-09-07 05:15:00,28.0,27.0,-1.0,prt,15.0,24.0,M,,0.0,1.0,2023-09-08 06:00:00.000,2023-09-08 06:24:31.000,4743.926,SD,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DART SSE of Dutch Harbor
2818,GESLA-frederick_sd_bc-8458-can-meds,,CAN,,,,,51.04,-126.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8458,,,,,,,,,,,,,,frederick_sd_bc-8458-can-meds,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Unspecified,1960-05-12 09:00:00,1960-06-10 08:00:00,1.0,0.0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Frederick_Sd_BC
2819,GESLA-dunkerque_60minute-dun-fra-cmems,,FRA,,,,,51.048199,2.3664999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dun,,,,,,,,,,,,,,dunkerque_60minute-dun-fra-cmems,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_306,instacco@ifremer.fr,Service Hydrographique et Oceanographique de la Marine (SHOM),http://refmar.shom.fr/en,cmems-service@ifremer.fr,Unspecified,1956-06-06 23:00:00,2020-10-01 00:00:00,63.0,0.0,chart datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Dunkerque_60minute
2820,GESLA-nugent_sound_bc-8464-can-meds,,CAN,,,,,51.08,-127.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8464,,,,,,,,,,,,,,nugent_sound_bc-8464-can-meds,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Unspecified,1960-05-11 09:00:00,1960-06-10 08:00:00,1.0,0.0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Nugent_Sound_BC
2821,GESLA-dover-dov-gbr-bodc,dove,GRB,SF,,,15.0,51.11,1.32,0.0,,,,0.0,,1,,53.0,,,,2012-09-04 21:04:28.597,,dove,1660.0,2023-09-07 05:15:00,85.0,2023-09-06 05:30:00,2023-09-07 05:15:00,23.0,23.0,0.0,bub,15.0,1.0,M,,,1.0,2023-09-08 08:30:00.000,2023-09-08 08:48:05.000,3.835,SF,UK,,,,Dover,National Oceanography Centre (United_Kingdom),2424,,,,,,,,DOV,,,,,,,,,,,,,,dover-dov-gbr-bodc,BODC,British Oceanographic Data Centre,https://www.bodc.ac.uk/data/hosted_data_systems/sea_level/uk_tide_gauge_network/,enquiries@bodc.ac.uk,British Oceanographic Data Centre,https://www.bodc.ac.uk/data/hosted_data_systems/sea_level/uk_tide_gauge_network/,enquiries@bodc.ac.uk,UK National Grid ,1924-01-01 00:00:00,2021-07-31 23:45:00,70.0,0.0,Admiralty Chart Datum (ACD) ,bubbler,0.001 (m) ,-99.9999,Coastal,No obvious issues,Dover
2822,GESLA-nieuwpoort-nie-bel-cmems,,BEL,,,,,51.151001,2.7279999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nie,,,,,,,,,,,,,,nieuwpoort-nie-bel-cmems,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_843,instacco@ifremer.fr,Agency for Maritime Services and Coast Department Coast (MDK),http://www.afdelingkust.be/,cmems-service@bsh.de,Unspecified,2014-08-01 00:00:00,2020-10-11 06:25:00,7.0,0.0,MSL,Unspecified,Unspecified,-99.9999,Coastal,Possible quality control issues,Nieuwpoort
2823,GESLA-mereworth_sound-8476-can-meds,,CAN,,,,,51.18,-127.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8476,,,,,,,,,,,,,,mereworth_sound-8476-can-meds,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Unspecified,1960-05-09 09:00:00,1960-06-08 08:00:00,1.0,0.0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Mereworth_Sound
2824,GESLA-gull_harbour_manitoba-34200-can-meds,,CAN,,,,,51.2,-96.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34200,,,,,,,,,,,,,,gull_harbour_manitoba-34200-can-meds,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Unspecified,1974-06-09 07:00:00,1974-08-16 06:00:00,1.0,0.0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Lake,No obvious issues,Gull_Harbour_Manitoba
2825,GESLA-ilfracombe-ilf-gbr-bodc,ilfa,GRB,SF,,,15.0,51.21,-4.11,0.0,,,,0.0,,1,,53.0,,,,2012-09-04 21:04:29.017,,ilfa,1666.0,2023-09-07 05:15:00,95.0,2023-09-06 05:30:00,2023-09-07 05:15:00,23.0,23.0,0.0,bub,15.0,1.0,M,,,1.0,2023-09-08 08:30:00.000,2023-09-08 08:48:06.000,5.091,SF,UK,,,,Ilfracombe,National Oceanography Centre (United_Kingdom),2424,,,,,,,,ILF,,,,,,,,,,,,,,ilfracombe-ilf-gbr-bodc,BODC,British Oceanographic Data Centre,https://www.bodc.ac.uk/data/hosted_data_systems/sea_level/uk_tide_gauge_network/,enquiries@bodc.ac.uk,British Oceanographic Data Centre,https://www.bodc.ac.uk/data/hosted_data_systems/sea_level/uk_tide_gauge_network/,enquiries@bodc.ac.uk,UK National Grid ,1968-01-01 00:00:00,2021-07-31 23:45:00,47.0,0.0,Admiralty Chart Datum (ACD) ,bubbler,0.001 (m) ,-99.9999,Coastal,No obvious issues,Ilfracombe
2826,CMEMS-Hinkley,hink,GRB,SF,,,15.0,51.21,-3.13,0.0,,,,0.0,,1,,53.0,,,,2012-09-04 21:04:28.847,,hink,1664.0,2023-09-07 05:15:00,96.0,2023-09-06 05:30:00,2023-09-07 05:15:00,25.0,25.0,0.0,prs,15.0,1.0,M,,,1.0,2023-09-08 08:30:00.000,2023-09-08 08:48:05.000,5.892,SF,UK,,,,Hinkley,National Oceanography Centre (United_Kingdom),2424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hinkley Point
2827,GESLA-hinkley-hin-gbr-cmems,,GBR,,,,,51.216702,-3.1333301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hin,,,,,,,,,,,,,,hinkley-hin-gbr-cmems,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_633,instacco@ifremer.fr,National Oceanography Centre (United_Kingdom),http://noc.ac.uk/ http://www.puertos.es,ljr@bodc.ac.uk cmems-service@puertos.es,Unspecified,1990-05-26 05:00:00,2021-01-31 23:00:00,31.0,0.0,Admiralty Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Hinkley
2828,IOC-dlpr,dlpr,GRB,SW,,,0.1666,51.22379,1.40926,0.0,,,,0.0,,1,,125.0,,,,2012-09-20 17:51:18.503,,dlpr,1703.0,2023-09-07 05:16:00,8187.0,2023-09-06 05:16:00,2023-09-07 05:16:00,0.0,0.0,0.0,rad,0.1666,1.0,M,,0.0,1.0,2023-09-08 08:45:43.000,2023-09-08 08:45:50.000,-0.033,SW,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deal Pier
2829,GESLA-oostende-oos-bel-cmems,,BEL,,,,,51.234001,2.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oos,,,,,,,,,,,,,,oostende-oos-bel-cmems,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_847,instacco@ifremer.fr,Agency for Maritime Services and Coast Department Coast (MDK),http://www.afdelingkust.be/,cmems-service@bsh.de,Unspecified,2014-08-01 00:00:00,2020-10-11 06:25:00,7.0,0.0,MSL,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Oostende
2830,GESLA-moosonee-4810-can-meds,,CAN,,,,,51.28,-80.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4810,,,,,,,,,,,,,,moosonee-4810-can-meds,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Unspecified,1994-07-20 19:00:00,1994-10-06 13:00:00,1.0,0.0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Moosonee
2831,CMEMS-BlankenbergeTG,,,,,,,51.3105,3.11638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BlankenbergeTG,Agency for Maritime Services and Coast Department Coast (MDK),3900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BlankenbergeTG
2832,GESLA-savage_cove-2633-can-meds,,CAN,,,,,51.33,-56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2633,,,,,,,,,,,,,,savage_cove-2633-can-meds,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Unspecified,1969-10-04 04:30:00,1982-11-10 20:30:00,14.0,0.0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Savage_Cove
2833,CMEMS-ZeebruggeTG,,,,,,,51.346,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZeebruggeTG,Agency for Maritime Services and Coast Department Coast (MDK),3900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZeebruggeTG
2834,CMEMS-ZeebruggeWielingendokTG,,,,,,,51.35528,3.17806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZeebruggeWielingendokTG,Agency for Maritime Services and Coast Department Coast (MDK),3900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zeebrugge Wielingendok - Tide
