,Station_Name,ioc_code,gloss_id,latitude,longitude,Country,connection,contacts,dcp_id,last_observation_level,last_observation_time,delay,interval,added_to_system,observations_arrived_per_week,observations_expected_per_week,observations_ratio_per_week,observations_arrived_per_month,observations_expected_per_month,observations_ratio_per_month,observations_ratio_per_day,sample_interval,average_delay_per_day,transmit_interval,ioc_id,nws_id,state,status,removed,nos_id,coops_id,PLATFORM_CODE,INSTITUTION,INSTITUTION_EDMO_CODE,cmems_id,Unnamed: 0,EP_PLATFORM_ID,EP_PLATFORM_TYPE,EP_PLATFORM_LINK,TIME_QC (1),SLEV_QC (1),SLEV_DM,site_code,platform_code,platform_name,pi_name,area,author,source,contributor_name,contributor_url,data_assembly_center,institution_edmo_code,institution_references,institution,wmo_platform_code,emodnet_id,filename,contributor_abbreviated,contributor_full,contributor_website,contributor_contact,orginator,originator_website,originator_contact,coordinate_system,start_date_time,end_date_time,number_of_years,time_zone_hours,datum_information,instrument,precision,null_value,gauge_type,overall_record_quality,gesla3_id,seaset_id
5129,Sand_Point,,,55.33172,-160.5043,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9459450,,,,,,,,,,,,,,,sand_point-9459450-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,1972-01-01 01:00:00,2021-08-31 23:00:00,50.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Sand_Point,5129
4352,Ketchikan AK,ketc,,55.333,-131.625,USA,SXXX03,National Ocean Service-NOAA ( USA ),336351F8,,,,6',2006-06-07 04:30:00,,,0.0,,,0.0,0.0,',,6',Ketchikan AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4352
1427,Ribe,,,55.333302,8.6833,DNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rib,,,,,,,,,,,,,,,ribe-rib-dnk-cmems,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_855,instacco@ifremer.fr,Danish Coastal Authority Ministry of Transport and Energy,http://eng.kyst.dk,cmems-service@bsh.de,Unspecified,2015-01-12 13:40:00,2020-10-10 19:10:00,6.0,0.0,DVR90,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Ribe,1427
5567,Zachary_Bay,,,55.335,-160.617,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9459465,,,,,,,,,,,,,,,zachary_bay-9459465-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,2017-01-01 01:00:00,2017-09-14 21:00:00,1.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Zachary_Bay,5567
5126,Sand Point AK,sdpt,100,55.337,-160.502,USA,web,National Ocean Service-NOAA ( USA ),33602066,1.69,10:16,12',6',2008-06-06 00:00:00,9830,10080.0,98.0,41562,41760.0,100.0,100.0,1',7',6',Sand Point AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5126
5387,Trocadero_Bay,,,55.3517,-132.93806,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9450463,,,,,,,,,,,,,,,trocadero_bay-9450463-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,2009-01-01 01:00:00,2009-06-09 15:00:00,1.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Trocadero_Bay,5387
2049,Malin_Head_Portmore_Pier,,,55.3717,-7.3344,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAL,,,,,,,,,,,,,,,malin_head_portmore_pier-mal-irl-mi_c,MI_C,Marine Institute,https://erddap.marine.ie/erddap/tabledap/IrishNationalTideGaugeNetwork.html,datarequests@marine.ie,Marine Institute,https://erddap.marine.ie/erddap/tabledap/IrishNationalTideGaugeNetwork.html,datarequests@marine.ie,Unspecified,2008-03-12 18:15:00,2021-09-16 15:25:00,14.0,0.0,Malin Ordnance Datum,Unspecified,Unspecified,-99.9999,Coastal,Possible quality control issues,Malin_Head_Portmore_Pier,2049
2142,Malin Head,malh,239,55.372,-7.334,Ireland,web,Office of Public Works ( Ireland ),,-999.0,10:20,8',15',2020-11-17 22:34:57,2016,2016.0,100.0,8352,8352.0,100.0,100.0,5',5',15',Malin Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2142
5099,Saltery_Cove,,,55.4017,-132.328,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9450495,,,,,,,,,,,,,,,saltery_cove-9450495-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,2003-01-01 01:00:00,2003-09-04 03:00:00,1.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Saltery_Cove,5099
6246,Skan\u00f6,,,55.4167,12.8294,,,,,,,,,,,,,,,,,,,,,,,,,,,Skanor,SMHI,545,Skan\u00f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6246
3228,Skanor,skan,,55.417,12.83,Sweden,web,Swedish Meteorological and Hydrological Institute ( Sweden ) +Swedish Maritime Administration ( Sweden ),,0.2,10:00,28',1h,2021-10-18 15:24:46,10080,10080.0,100.0,41760,41760.0,100.0,100.0,1',26',1h,Skanor,,,,,,,,,,,,,,,,,,30488,,,,,,,,,,,,,,,skanor-30488-swe-smhi,SMHI,Swedish Meteorological and Hydrological Institute,"https://www.smhi.se/data/oceanografi/ladda-ner-oceanografiska-observationer/#param=sealevelMinutes,stations=all",smhi@smhi.se,Swedish Meteorological and Hydrological Institute,"https://www.smhi.se/data/oceanografi/ladda-ner-oceanografiska-observationer/#param=sealevelMinutes,stations=all",smhi@smhi.se,Unspecified,1992-02-17 08:00:00,2021-04-15 00:00:00,30.0,0.0,RH 2000 (Swedish National Height System 2000),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Skanor,3228
3093,Ystad_Sjov,,,55.4227,13.8257,SWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35159,,,,,,,,,,,,,,,ystad_sjov-35159-swe-smhi,SMHI,Swedish Meteorological and Hydrological Institute,"https://www.smhi.se/data/oceanografi/ladda-ner-oceanografiska-observationer/#param=sealevelMinutes,stations=all",smhi@smhi.se,Swedish Meteorological and Hydrological Institute,"https://www.smhi.se/data/oceanografi/ladda-ner-oceanografiska-observationer/#param=sealevelMinutes,stations=all",smhi@smhi.se,Unspecified,2014-11-13 14:40:00,2021-04-15 00:00:00,8.0,0.0,RH 2000 (Swedish National Height System 2000),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Ystad_Sjov,3093
585,Hopedale,,,55.45,-60.22,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1405,,,,,,,,,,,,,,,hopedale-1405-can-meds,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Unspecified,1950-06-29 12:00:00,1984-07-27 14:00:00,4.0,0.0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Hopedale,585
6121,K\u00f6g,,,55.45,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Koege,DMI,469,K\u00f6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6121
1400,Esbjerg,,,55.4667,8.4333,DNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESB,,,,,,,,,,,,,,,esbjerg-esb-dnk-dmi,DMI,Danish Meteorological Institute ,http://ocean.dmi.dk/english/index.php,vh@dmi.dk,Danish Meteorological Institute ,http://ocean.dmi.dk/english/index.php,vh@dmi.dk,Unspecified,1950-01-01 00:00:00,2020-01-01 00:00:00,71.0,0.0,DVR90,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Esbjerg,1400
4245,Hollis_Anchorage,,,55.48,-132.645,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9450544,,,,,,,,,,,,,,,hollis_anchorage-9450544-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,2002-01-01 01:00:00,2003-09-02 01:00:00,2.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Hollis_Anchorage,4245
3209,Klagshamn,klag,,55.522,12.894,Sweden,web,Swedish Meteorological and Hydrological Institute ( Sweden ) +Swedish Maritime Administration ( Sweden ),,0.14,09:51,37',1h,2021-10-18 15:25:48,10080,10080.0,100.0,41760,41760.0,100.0,100.0,1',34',1h,Klagshamn,,,,,,,Klagshamn,SMHI,545,Klagshamn,,,,,,,,2095,,,,,,,,,,,,,,,klagshamn-2095-swe-smhi,SMHI,Swedish Meteorological and Hydrological Institute,"https://www.smhi.se/data/oceanografi/ladda-ner-oceanografiska-observationer/#param=sealevelMinutes,stations=all",smhi@smhi.se,Swedish Meteorological and Hydrological Institute,"https://www.smhi.se/data/oceanografi/ladda-ner-oceanografiska-observationer/#param=sealevelMinutes,stations=all",smhi@smhi.se,Unspecified,1929-11-13 15:00:00,2021-04-15 00:00:00,93.0,0.0,RH 2000 (Swedish National Height System 2000),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Klagshamn,3209
1399,Drogden,,,55.5358,12.7117,DNK,,,,,,,,,,,,,,,,,,,,,,,,,,Drogden,DMI,469,Drogden,,,,,,,,Dro,,,,,,,,,,,,,,,drogden-dro-dnk-cmems,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_050,instacco@ifremer.fr,Danish Meteorological Institute (DMI),www.dmi.dk,cmems-service@smhi.se,Unspecified,1992-03-16 10:45:00,2020-12-17 07:50:00,29.0,0.0,DVR90,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Drogden,1399
3226,Simrishamn,simr,,55.557,14.358,Sweden,web,Swedish Meteorological and Hydrological Institute ( Sweden ) +Swedish Maritime Administration ( Sweden ),,0.21,10:00,28',1h,2021-10-18 15:22:00,10079,10080.0,100.0,41759,41760.0,100.0,100.0,1',26',1h,Simrishamn,,,,,,,Simrishamn,SMHI,545,Simrishamn,,,,,,,,2320,,,,,,,,,,,,,,,simrishamn-2320-swe-smhi,SMHI,Swedish Meteorological and Hydrological Institute,"https://www.smhi.se/data/oceanografi/ladda-ner-oceanografiska-observationer/#param=sealevelMinutes,stations=all",smhi@smhi.se,Swedish Meteorological and Hydrological Institute,"https://www.smhi.se/data/oceanografi/ladda-ner-oceanografiska-observationer/#param=sealevelMinutes,stations=all",smhi@smhi.se,Unspecified,1982-06-01 00:00:00,2021-04-15 00:00:00,40.0,0.0,RH 2000 (Swedish National Height System 2000),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Simrishamn,3226
1403,Fredericia,,,55.5667,9.75,DNK,,,,,,,,,,,,,,,,,,,,,,,,,,Fredericia,DMI,469,Fredericia,,,,,,,,Fre,,,,,,,,,,,,,,,fredericia-fre-dnk-cmems,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_058,instacco@ifremer.fr,Danish Meteorological Institute (DMI),www.dmi.dk,cmems-service@smhi.se,Unspecified,2005-01-01 00:00:00,2020-12-17 07:50:00,16.0,0.0,DVR90,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Fredericia,1403
1396,Bogense,,,55.5667,10.0833,DNK,,,,,,,,,,,,,,,,,,,,,,,,,,Bogense,DMI,469,Bogense,,,,,,,,Bog,,,,,,,,,,,,,,,bogense-bog-dnk-cmems,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_042,instacco@ifremer.fr,Danish Meteorological Institute (DMI),www.dmi.dk,cmems-service@smhi.se,Unspecified,2014-01-01 00:00:00,2020-12-17 07:40:00,7.0,0.0,DVR90,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Bogense,1396
5196,Shinaku_Inlet,,,55.592917,-133.152,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9450618,,,,,,,,,,,,,,,shinaku_inlet-9450618-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,2008-01-01 01:00:00,2008-11-09 19:00:00,1.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Shinaku_Inlet,5196
3587,Big_Salt_Lake,,,55.6,-132.95,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9450623,,,,,,,,,,,,,,,big_salt_lake-9450623-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,2008-01-01 01:00:00,2008-06-15 19:00:00,1.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Big_Salt_Lake,3587
4432,Lindeman_Cove,,,55.6017,-132.512,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9450625,,,,,,,,,,,,,,,lindeman_cove-9450625-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,2002-01-01 01:00:00,2002-09-08 18:00:00,1.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Lindeman_Cove,4432
3215,Malmo Hamn,maha,,55.614,12.998,Sweden,web,Swedish Meteorological and Hydrological Institute ( Sweden ) +Swedish Maritime Administration ( Sweden ),,-0.06,10:00,28',1h,2021-10-18 15:29:08,10071,10080.0,100.0,41747,41760.0,100.0,100.0,1',26',1h,Malmo Hamn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3215
6157,Malm\u00f6 Ham,,,55.6257,12.9845,,,,,,,,,,,,,,,,,,,,,,,,,,,MalmoHamn,SMHI,545,Malm\u00f6 Ham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6157
1910,PortEllen,,,55.627399,-6.1901002,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Por,,,,,,,,,,,,,,,portellen-por-gbr-cmems,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_672,instacco@ifremer.fr,National Oceanography Centre (United_Kingdom),http://noc.ac.uk/ http://www.puertos.es,ljr@bodc.ac.uk cmems-service@puertos.es,Unspecified,1991-06-13 22:00:00,2011-02-07 08:00:00,21.0,0.0,Admiralty Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,PortEllen,1910
4723,Northern_Carroll_Inlet_Gps_Tide_Buoy,,,55.629,-131.362694,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9450642,,,,,,,,,,,,,,,northern_carroll_inlet_gps_tide_buoy-9450642-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,2016-01-01 01:00:00,2016-06-17 12:00:00,1.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Northern_Carroll_Inlet_Gps_Tide_Buoy,4723
1431,Roskilde,,,55.65,12.0833,DNK,,,,,,,,,,,,,,,,,,,,,,,,,,Roskilde,DMI,469,Roskilde,,,,,,,,Ros,,,,,,,,,,,,,,,roskilde-ros-dnk-cmems,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_152,instacco@ifremer.fr,Danish Meteorological Institute (DMI),www.dmi.dk,cmems-service@smhi.se,Unspecified,2011-12-21 14:10:00,2020-12-17 07:50:00,10.0,0.0,DVR90,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Roskilde,1431
1420,Kobenhavn,,,55.700001,12.6,DNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kob,,,,,,,,,,,,,,,kobenhavn-kob-dnk-cmems,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_106,instacco@ifremer.fr,Danish Meteorological Institute (DMI),www.dmi.dk,cmems-service@smhi.se,Unspecified,2005-01-01 00:00:00,2020-12-17 07:40:00,16.0,0.0,DVR90,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Kobenhavn,1420
1412,Holbaek,,,55.7167,11.7167,DNK,,,,,,,,,,,,,,,,,,,,,,,,,,Holbaek,DMI,469,Holbaek,,,,,,,,Hol,,,,,,,,,,,,,,,holbaek-hol-dnk-cmems,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_085,instacco@ifremer.fr,Danish Meteorological Institute (DMI),www.dmi.dk,cmems-service@smhi.se,Unspecified,2011-12-22 13:40:00,2020-12-17 07:50:00,10.0,0.0,DVR90,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Holbaek,1412
2419,Klaipeda,,,55.733299,21.0833,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kla,,,,,,,,,,,,,,,klaipeda-kla-ltu-cmems,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_105,instacco@ifremer.fr,Environmental Protection Agency (EPA),www.gamta.lt,cmems-service@smhi.se,Unspecified,2006-02-07 00:00:00,2014-08-31 05:00:00,9.0,0.0,BHS77,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Klaipeda,2419
3382,Millport,mill,,55.75,-4.91,UK,ftp,National Oceanography Centre ( UK ),,2.45,10:00,28',15',2012-09-04 21:04:30,580,672.0,86.0,2688,2784.0,97.0,100.0,15',26',15',Millport,,,,,,,Millport,National Oceanography Centre (United_Kingdom),2424,Millport,,,,,,,,MIL,,,,,,,,,,,,,,,millport-mil-gbr-bodc,BODC,British Oceanographic Data Centre,https://www.bodc.ac.uk/data/hosted_data_systems/sea_level/uk_tide_gauge_network/,enquiries@bodc.ac.uk,British Oceanographic Data Centre,https://www.bodc.ac.uk/data/hosted_data_systems/sea_level/uk_tide_gauge_network/,enquiries@bodc.ac.uk,UK National Grid ,1978-01-01 00:00:00,2021-07-31 23:45:00,40.0,0.0,Admiralty Chart Datum (ACD) ,bubbler,0.001 (m) ,-99.9999,Coastal,No obvious issues,Millport,3382
3184,Barseback,bars,,55.756,12.903,Sweden,web,Swedish Meteorological and Hydrological Institute ( Sweden ) +Swedish Maritime Administration ( Sweden ),,-0.07,10:00,28',1h,2021-10-18 15:30:23,10075,10080.0,100.0,41746,41760.0,100.0,100.0,1',25',1h,Barseback,,,,,,,,,,,,,,,,,,2099,,,,,,,,,,,,,,,barseback-2099-swe-smhi,SMHI,Swedish Meteorological and Hydrological Institute,"https://www.smhi.se/data/oceanografi/ladda-ner-oceanografiska-observationer/#param=sealevelMinutes,stations=all",smhi@smhi.se,Swedish Meteorological and Hydrological Institute,"https://www.smhi.se/data/oceanografi/ladda-ner-oceanografiska-observationer/#param=sealevelMinutes,stations=all",smhi@smhi.se,Unspecified,1937-01-01 07:00:00,2021-04-15 00:00:00,64.0,0.0,RH 2000 (Swedish National Height System 2000),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Barseback,3184
974,Shoal_Tickle,,,55.77,-60.35,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410,,,,,,,,,,,,,,,shoal_tickle-1410-can-meds,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Unspecified,1972-07-16 05:00:00,1974-09-01 18:00:00,2.0,0.0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,Possible quality control issues,Shoal_Tickle,974
3766,Chirikof_Island,,,55.8083,-155.74,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9458293,,,,,,,,,,,,,,,chirikof_island-9458293-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,2006-01-01 01:00:00,2006-09-05 02:00:00,1.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Chirikof_Island,3766
1393,Ballen,,,55.8167,10.6444,DNK,,,,,,,,,,,,,,,,,,,,,,,,,,Ballen,DMI,469,Ballen,,,,,,,,Bal,,,,,,,,,,,,,,,ballen-bal-dnk-cmems,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_037,instacco@ifremer.fr,Danish Meteorological Institute (DMI),www.dmi.dk,cmems-service@smhi.se,Unspecified,1991-01-15 09:23:00,2020-12-17 07:50:00,30.0,0.0,DVR90,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Ballen,1393
1442,Vedbaek,,,55.85,12.5667,DNK,,,,,,,,,,,,,,,,,,,,,,,,,,Vedbaek,DMI,469,Vedbaek,,,,,,,,Ved,,,,,,,,,,,,,,,vedbaek-ved-dnk-cmems,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_193,instacco@ifremer.fr,Danish Meteorological Institute (DMI),www.dmi.dk,cmems-service@smhi.se,Unspecified,2011-12-21 14:10:00,2020-12-17 07:50:00,10.0,0.0,DVR90,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Vedbaek,1442
455,Davis_Inlet,,,55.88,-60.9,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1416,,,,,,,,,,,,,,,davis_inlet-1416-can-meds,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Unspecified,1971-09-22 05:00:00,1974-08-16 04:00:00,4.0,0.0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Davis_Inlet,455
610,Innetalling_Island,,,55.9,-79.07,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4610,,,,,,,,,,,,,,,innetalling_island-4610-can-meds,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Unspecified,1990-08-07 22:00:00,1990-09-17 19:00:00,1.0,0.0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Innetalling_Island,610
1414,Hov,,,55.9167,10.2667,DNK,,,,,,,,,,,,,,,,,,,,,,,,,,Hov,DMI,469,Hov,,,,,,,,Hov,,,,,,,,,,,,,,,hov-hov-dnk-cmems,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_088,instacco@ifremer.fr,Danish Meteorological Institute (DMI),www.dmi.dk,cmems-service@smhi.se,Unspecified,2011-12-28 09:40:00,2020-12-17 07:50:00,10.0,0.0,DVR90,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Hov,1414
3027,Ahus,,,55.928398,14.3286,SWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahu,,,,,,,,,,,,,,,ahus-ahu-swe-cmems,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_031,instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),www.smhi.se,cmems-service@smhi.se,Unspecified,2010-12-16 14:00:00,2012-05-30 06:00:00,3.0,0.0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Ahus,3027
1433,SjaellandsOdde,,,55.974998,11.3722,DNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sja,,,,,,,,,,,,,,,sjaellandsodde-sja-dnk-cmems,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_160,instacco@ifremer.fr,Danish Meteorological Institute (DMI),www.dmi.dk,cmems-service@smhi.se,Unspecified,1991-12-09 12:03:00,2020-12-17 07:50:00,30.0,0.0,DVR90,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,SjaellandsOdde,1433
